435.94,443.10,699.61,300.00
436.86,443.92,700.08,300.00
437.77,444.76,700.53,300.00
438.67,445.61,700.96,300.00
439.57,446.50,701.37,300.00
440.45,447.40,701.74,300.00
441.33,448.33,702.09,300.00
442.19,449.28,702.41,300.00
443.03,450.26,702.69,300.00
443.86,451.26,702.94,300.00
444.67,452.28,703.15,300.00
445.46,453.33,703.32,300.00
446.22,454.40,703.44,300.00
446.95,455.49,703.50,300.00
447.64,456.61,703.51,300.00
448.28,457.75,703.46,300.00
448.87,458.91,703.32,300.00
449.39,460.09,703.10,300.00
449.82,461.28,702.78,300.00
450.14,462.48,702.33,300.00
450.30,463.68,701.72,300.00
450.26,464.87,700.90,300.00
449.90,466.03,699.77,300.00
449.03,467.12,698.17,300.00
447.13,468.09,695.62,300.00
438.93,468.70,687.01,300.00
426.46,468.55,674.64,300.00
420.51,468.81,668.51,300.00
415.77,469.25,663.47,300.00
411.72,469.80,659.04,300.00
408.12,470.42,655.01,300.00
404.86,471.10,651.28,300.00
401.87,471.81,647.79,300.00
399.09,472.55,644.50,300.00
396.50,473.31,641.37,300.00
394.07,474.09,638.39,300.00
391.77,474.87,635.53,300.00
389.59,475.66,632.78,300.00
387.51,476.45,630.13,300.00
385.53,477.24,627.57,300.00
383.63,478.04,625.09,300.00
381.81,478.83,622.69,300.00
380.06,479.61,620.36,300.00
378.38,480.39,618.08,300.00
376.76,481.17,615.87,300.00
375.19,481.94,613.72,300.00
373.67,482.71,611.61,300.00
372.20,483.46,609.56,300.00
370.77,484.21,607.55,300.00
369.38,484.96,605.58,300.00
368.04,485.69,603.66,300.00
366.73,486.42,601.77,300.00
365.45,487.14,599.93,300.00
364.21,487.85,598.11,300.00
363.00,488.56,596.33,300.00
361.81,489.25,594.59,300.00
360.66,489.94,592.87,300.00
359.53,490.62,591.19,300.00
358.43,491.29,589.53,300.00
357.35,491.95,587.90,300.00
356.29,492.61,586.29,300.00
355.25,493.25,584.72,300.00
354.24,493.89,583.16,300.00
353.25,494.52,581.63,300.00
352.27,495.15,580.13,300.00
351.31,495.76,578.64,300.00
350.38,496.37,577.18,300.00
349.45,496.97,575.74,300.00
348.55,497.56,574.31,300.00
347.66,498.14,572.91,300.00
346.79,498.72,571.53,300.00
345.93,499.29,570.17,300.00
345.08,499.85,568.82,300.00
344.25,500.41,567.49,300.00
343.43,500.95,566.18,300.00
342.63,501.49,564.89,300.00
341.84,502.02,563.61,300.00
341.05,502.55,562.36,300.00
340.29,503.07,561.11,300.00
339.53,503.58,559.88,300.00
338.78,504.08,558.67,300.00
338.05,504.58,557.47,300.00
337.32,505.07,556.29,300.00
336.61,505.55,555.12,300.00
335.90,506.03,553.97,300.00
335.21,506.50,552.83,300.00
334.52,506.96,551.70,300.00
333.85,507.42,550.59,300.00
333.18,507.87,549.49,300.00
332.52,508.32,548.40,300.00
331.87,508.75,547.33,300.00
331.23,509.19,546.27,300.00
330.60,509.61,545.22,300.00
329.97,510.03,544.18,300.00
329.35,510.44,543.16,300.00
328.74,510.85,542.15,300.00
328.14,511.25,541.15,300.00
327.55,511.65,540.16,300.00
326.96,512.03,539.19,300.00
326.38,512.42,538.23,300.00
325.81,512.79,537.27,300.00
325.24,513.16,536.33,300.00
324.68,513.53,535.41,300.00
324.13,513.89,534.49,300.00
323.58,514.24,533.58,300.00
323.04,514.59,532.69,300.00
322.51,514.93,531.80,300.00
321.98,515.26,530.93,300.00
321.46,515.59,530.07,300.00
320.94,515.92,529.22,300.00
320.43,516.24,528.38,300.00
319.93,516.55,527.55,300.00
319.43,516.86,526.73,300.00
318.94,517.16,525.92,300.00
318.45,517.45,525.12,300.00
317.97,517.74,524.34,300.00
317.50,518.03,523.56,300.00
317.03,518.31,522.80,300.00
316.56,518.58,522.04,300.00
316.10,518.85,521.30,300.00
315.65,519.11,520.56,300.00
315.20,519.37,519.84,300.00
314.76,519.62,519.13,300.00
314.32,519.86,518.43,300.00
313.89,520.10,517.74,300.00
313.46,520.33,517.06,300.00
313.04,520.56,516.39,300.00
312.62,520.78,515.73,300.00
312.21,521.00,515.09,300.00
311.80,521.21,514.45,300.00
311.40,521.41,513.83,300.00
311.00,521.61,513.21,300.00
310.61,521.80,512.61,300.00
310.23,521.99,512.02,300.00
309.84,522.17,511.44,300.00
309.47,522.34,510.87,300.00
309.10,522.51,510.31,300.00
308.73,522.67,509.77,300.00
308.37,522.83,509.24,300.00
308.01,522.97,508.72,300.00
307.66,523.11,508.21,300.00
307.31,523.25,507.71,300.00
306.97,523.38,507.23,300.00
306.64,523.50,506.76,300.00
306.31,523.61,506.30,300.00
305.98,523.72,505.86,300.00
305.66,523.81,505.43,300.00
305.35,523.91,505.01,300.00
305.04,523.99,504.61,300.00
304.74,524.06,504.22,300.00
304.44,524.13,503.85,300.00
304.15,524.19,503.50,300.00
303.86,524.23,503.16,300.00
303.58,524.27,502.83,300.00
303.31,524.30,502.53,300.00
303.04,524.32,502.24,300.00
302.78,524.33,501.96,300.00
302.52,524.33,501.71,300.00
302.27,524.31,501.48,300.00
302.03,524.29,501.27,300.00
301.80,524.25,501.08,300.00
301.57,524.20,500.91,300.00
301.35,524.13,500.76,300.00
301.14,524.05,500.65,300.00
300.94,523.95,500.55,300.00
300.74,523.83,500.49,300.00
300.56,523.70,500.45,300.00
300.38,523.54,500.45,300.00
300.22,523.37,500.48,300.00
300.06,523.16,500.55,300.00
299.92,522.94,500.67,300.00
299.79,522.68,500.82,300.00
299.67,522.39,501.03,300.00
299.57,522.06,501.29,300.00
299.48,521.68,501.61,300.00
299.42,521.26,502.01,300.00
299.37,520.79,502.48,300.00
299.35,520.24,503.05,300.00
299.35,519.61,503.73,300.00
299.39,518.88,504.55,300.00
299.47,518.03,505.54,300.00
299.61,517.00,506.77,300.00
299.83,515.72,508.31,300.00
300.16,514.05,510.36,300.00
300.73,511.62,513.37,300.00
302.72,504.54,522.18,300.00
